1.91173003E-05,1.25890620E-05
1.91174004E-05,1.25890847E-05
1.91175004E-05,1.25891056E-05
1.91176005E-05,1.25891283E-05
1.91177005E-05,1.25891511E-05
1.91178005E-05,1.25891720E-05
1.91179006E-05,1.25891947E-05
1.91180006E-05,1.25892157E-05
1.91181007E-05,1.25892384E-05
1.91182007E-05,1.25892611E-05
1.91183008E-05,1.25892821E-05
1.91184008E-05,1.25893048E-05
1.91185009E-05,1.25893257E-05
1.91186009E-05,1.25893484E-05
1.91187009E-05,1.25893712E-05
1.91188010E-05,1.25893921E-05
1.91189010E-05,1.25894148E-05
1.91190011E-05,1.25894358E-05
1.91191011E-05,1.25894585E-05
1.91191994E-05,1.25894812E-05
1.91192994E-05,1.25895021E-05
1.91193994E-05,1.25895249E-05
1.91194995E-05,1.25895476E-05
1.91195995E-05,1.25895685E-05
1.91196996E-05,1.25895913E-05
1.91197996E-05,1.25896122E-05
1.91198997E-05,1.25896349E-05
1.91199997E-05,1.25896577E-05
1.91200998E-05,1.25896786E-05
1.91201998E-05,1.25897013E-05
1.91202998E-05,1.25897222E-05
1.91203999E-05,1.25897450E-05
1.91204999E-05,1.25897677E-05
1.91206000E-05,1.25897886E-05
1.91207000E-05,1.25898114E-05
1.91208001E-05,1.25898341E-05
1.91209001E-05,1.25898569E-05
1.91210002E-05,1.25898796E-05
1.91211002E-05,1.25899005E-05
1.91212002E-05,1.25899232E-05
1.91213003E-05,1.25899460E-05
1.91214003E-05,1.25899669E-05
1.91215004E-05,1.25899896E-05
1.91216004E-05,1.25900106E-05
1.91217005E-05,1.25900333E-05
1.91218005E-05,1.25900560E-05
1.91219006E-05,1.25900769E-05
1.91220006E-05,1.25900997E-05
1.91221006E-05,1.25901206E-05
1.91222007E-05,1.25901433E-05
1.91223007E-05,1.25901661E-05
1.91224008E-05,1.25901870E-05
1.91225008E-05,1.25902097E-05
1.91226009E-05,1.25902325E-05
1.91227009E-05,1.25902534E-05
1.91228009E-05,1.25902761E-05
1.91229010E-05,1.25902970E-05
1.91230010E-05,1.25903198E-05
1.91231011E-05,1.25903425E-05
1.91232011E-05,1.25903634E-05
1.91232994E-05,1.25903862E-05
1.91233994E-05,1.25904071E-05
1.91234994E-05,1.25904298E-05
1.91235995E-05,1.25904526E-05
1.91236995E-05,1.25904735E-05
1.91237996E-05,1.25904962E-05
1.91238996E-05,1.25905190E-05
1.91239997E-05,1.25905417E-05
1.91240997E-05,1.25905644E-05
1.91241998E-05,1.25905854E-05
1.91242998E-05,1.25906081E-05
1.91243998E-05,1.25906308E-05
1.91244999E-05,1.25906536E-05
1.91245999E-05,1.25906763E-05
1.91247000E-05,1.25906972E-05
1.91248000E-05,1.25907200E-05
1.91249001E-05,1.25907427E-05
1.91250001E-05,1.25907654E-05
1.91251002E-05,1.25907882E-05
1.91252002E-05,1.25908091E-05
1.91253002E-05,1.25908318E-05
1.91254003E-05,1.25908546E-05
1.91255003E-05,1.25908755E-05
1.91256004E-05,1.25908982E-05
1.91257004E-05,1.25909210E-05
1.91258005E-05,1.25909419E-05
1.91259005E-05,1.25909646E-05
1.91260006E-05,1.25909855E-05
1.91261006E-05,1.25910083E-05
1.91262006E-05,1.25910310E-05
1.91263007E-05,1.25910519E-05
1.91264007E-05,1.25910747E-05
1.91265008E-05,1.25910956E-05
1.91266008E-05,1.25911183E-05
1.91267009E-05,1.25911411E-05
1.91268009E-05,1.25911620E-05
1.91269010E-05,1.25911847E-05
1.91270010E-05,1.25912075E-05
1.91271010E-05,1.25912302E-05
1.91272011E-05,1.25912529E-05
1.91273011E-05,1.25912738E-05
1.91273994E-05,1.25912966E-05
1.91274994E-05,1.25913193E-05
1.91275994E-05,1.25913421E-05
1.91276995E-05,1.25913648E-05
1.91277995E-05,1.25913857E-05
1.91278996E-05,1.25914084E-05
1.91279996E-05,1.25914312E-05
1.91280997E-05,1.25914539E-05
1.91281997E-05,1.25914767E-05
1.91282998E-05,1.25914976E-05
1.91283998E-05,1.25915203E-05
1.91284998E-05,1.25915431E-05
1.91285999E-05,1.25915658E-05
1.91286999E-05,1.25915885E-05
1.91288000E-05,1.25916113E-05
1.91289000E-05,1.25916322E-05
1.91290001E-05,1.25916549E-05
1.91291001E-05,1.25916777E-05
1.91292002E-05,1.25917004E-05
1.91293002E-05,1.25917231E-05
1.91294002E-05,1.25917441E-05
1.91295003E-05,1.25917668E-05
1.91296003E-05,1.25917877E-05
1.91297004E-05,1.25918104E-05
1.91298004E-05,1.25918332E-05
1.91299005E-05,1.25918541E-05
1.91300005E-05,1.25918768E-05
1.91301006E-05,1.25918996E-05
1.91302006E-05,1.25919223E-05
1.91303006E-05,1.25919451E-05
1.91304007E-05,1.25919660E-05
1.91305007E-05,1.25919887E-05
1.91306008E-05,1.25920114E-05
1.91307008E-05,1.25920342E-05
1.91308009E-05,1.25920569E-05
1.91309009E-05,1.25920778E-05
1.91310010E-05,1.25921006E-05
1.91311010E-05,1.25921233E-05
1.91312010E-05,1.25921460E-05
1.91313011E-05,1.25921688E-05
1.91314011E-05,1.25921897E-05
1.91314994E-05,1.25922124E-05
1.91315994E-05,1.25922352E-05
1.91316994E-05,1.25922579E-05
1.91317995E-05,1.25922807E-05
1.91318995E-05,1.25923034E-05
1.91319996E-05,1.25923243E-05
1.91320996E-05,1.25923470E-05
1.91321997E-05,1.25923698E-05
1.91322997E-05,1.25923925E-05
1.91323998E-05,1.25924153E-05
1.91324998E-05,1.25924362E-05
1.91325998E-05,1.25924589E-05
1.91326999E-05,1.25924817E-05
1.91327999E-05,1.25925044E-05
1.91329000E-05,1.25925271E-05
1.91330000E-05,1.25925480E-05
1.91331001E-05,1.25925708E-05
1.91332001E-05,1.25925935E-05
1.91333002E-05,1.25926144E-05
1.91334002E-05,1.25926372E-05
1.91335002E-05,1.25926581E-05
1.91336003E-05,1.25926808E-05
1.91337003E-05,1.25927036E-05
1.91338004E-05,1.25927245E-05
1.91339004E-05,1.25927472E-05
1.91340005E-05,1.25927681E-05
1.91341005E-05,1.25927909E-05
1.91342006E-05,1.25928136E-05
1.91343006E-05,1.25928364E-05
1.91344006E-05,1.25928591E-05
1.91345007E-05,1.25928800E-05
1.91346007E-05,1.25929027E-05
1.91347008E-05,1.25929255E-05
1.91348008E-05,1.25929482E-05
1.91349009E-05,1.25929710E-05
1.91350009E-05,1.25929937E-05
1.91351010E-05,1.25930146E-05
1.91352010E-05,1.25930374E-05
1.91353010E-05,1.25930601E-05
1.91354011E-05,1.25930828E-05
1.91355011E-05,1.25931056E-05
1.91355994E-05,1.25931265E-05
1.91356994E-05,1.25931492E-05
1.91357994E-05,1.25931720E-05
1.91358995E-05,1.25931947E-05
1.91359995E-05,1.25932174E-05
1.91360996E-05,1.25932384E-05
1.91361996E-05,1.25932611E-05
1.91362997E-05,1.25932838E-05
1.91363997E-05,1.25933047E-05
1.91364998E-05,1.25933275E-05
1.91365998E-05,1.25933484E-05
1.91366998E-05,1.25933711E-05
1.91367999E-05,1.25933939E-05
1.91368999E-05,1.25934148E-05
1.91370000E-05,1.25934375E-05
1.91371000E-05,1.25934585E-05
1.91372001E-05,1.25934812E-05
1.91373001E-05,1.25935039E-05
1.91374002E-05,1.25935248E-05
1.91375002E-05,1.25935476E-05
1.91376002E-05,1.25935703E-05
1.91377003E-05,1.25935912E-05
1.91378003E-05,1.25936140E-05
1.91379004E-05,1.25936349E-05
1.91380004E-05,1.25936576E-05
1.91381005E-05,1.25936804E-05
1.91382005E-05,1.25937013E-05
1.91383006E-05,1.25937240E-05
1.91384006E-05,1.25937468E-05
1.91385006E-05,1.25937695E-05
1.91386007E-05,1.25937922E-05
1.91387007E-05,1.25938132E-05
1.91388008E-05,1.25938359E-05
1.91389008E-05,1.25938586E-05
1.91390009E-05,1.25938814E-05
1.91391009E-05,1.25939041E-05
1.91392010E-05,1.25939250E-05
1.91393010E-05,1.25939478E-05
1.91394010E-05,1.25939705E-05
1.91395011E-05,1.25939914E-05
1.91396011E-05,1.25940142E-05
1.91396994E-05,1.25940351E-05
1.91397994E-05,1.25940578E-05
1.91398995E-05,1.25940805E-05
1.91399995E-05,1.25941015E-05
1.91400995E-05,1.25941242E-05
1.91401996E-05,1.25941451E-05
1.91402996E-05,1.25941679E-05
1.91403997E-05,1.25941906E-05
1.91404997E-05,1.25942115E-05
1.91405998E-05,1.25942342E-05
1.91406998E-05,1.25942570E-05
1.91407998E-05,1.25942779E-05
1.91408999E-05,1.25943006E-05
1.91409999E-05,1.25943216E-05
1.91411000E-05,1.25943443E-05
1.91412000E-05,1.25943670E-05
1.91413001E-05,1.25943880E-05
1.91414001E-05,1.25944107E-05
1.91415002E-05,1.25944316E-05
1.91416002E-05,1.25944543E-05
1.91417002E-05,1.25944771E-05
1.91418003E-05,1.25944980E-05
1.91419003E-05,1.25945207E-05
1.91420004E-05,1.25945417E-05
1.91421004E-05,1.25945644E-05
1.91422005E-05,1.25945871E-05
1.91423005E-05,1.25946081E-05
1.91424006E-05,1.25946308E-05
1.91425006E-05,1.25946535E-05
1.91426006E-05,1.25946744E-05
1.91427007E-05,1.25946972E-05
1.91428007E-05,1.25947181E-05
1.91429008E-05,1.25947408E-05
1.91430008E-05,1.25947636E-05
1.91431009E-05,1.25947845E-05
1.91432009E-05,1.25948072E-05
1.91433010E-05,1.25948281E-05
1.91434010E-05,1.25948509E-05
1.91435010E-05,1.25948736E-05
