2.99999989E-08,292.99487560777345,
5.99999979E-08,292.99484699199513,
9.00000003E-08,292.99481492258832,
1.19999996E-07,292.99478034350790,
1.50000005E-07,292.99474388261467,
1.80000001E-07,292.99470603949129,
2.09999996E-07,292.99466718056635,
2.39999991E-07,292.99462747038825,
2.70000015E-07,292.99458708161637,
3.00000011E-07,292.99454640773592,
3.30000006E-07,292.99450517055556,
3.60000001E-07,292.99446351675414,
3.89999997E-07,292.99442169476015,
4.19999992E-07,292.99437970295179,
4.50000016E-07,292.99433754187083,
4.79999983E-07,292.99429521097852,
5.10000007E-07,292.99425270973541,
5.40000030E-07,292.99421003760119,
5.69999997E-07,292.99416719566051,
6.00000021E-07,292.99412418120846,
6.29999988E-07,292.99408099587072,
6.60000012E-07,292.99403763856657,
6.90000036E-07,292.99399410929811,
7.20000003E-07,292.99395040698323,
7.50000027E-07,292.99390653162413,
7.79999993E-07,292.99386248376481,
8.10000017E-07,292.99381826124056,
8.39999984E-07,292.99377395064766,
8.70000008E-07,292.99373007911589,
9.00000032E-07,292.99368603779078,
9.29999999E-07,292.99364182613340,
9.59999966E-07,292.99359744522798,
9.89999990E-07,292.99355289453536,
1.02000001E-06,292.99350817297454,
1.05000004E-06,292.99346328108822,
1.08000006E-06,292.99341821833679,
1.10999997E-06,292.99337298255710,
1.13999999E-06,292.99332757591645,
1.17000002E-06,292.99328199679235,
1.20000004E-06,292.99323624572787,
1.23000007E-06,292.99319032110122,
1.25999998E-06,292.99314422345566,
1.29000000E-06,292.99309795387546,
1.32000002E-06,292.99305150911471,
1.35000005E-06,292.99300489079934,
1.38000007E-06,292.99295879704175,
1.40999998E-06,292.99291257897414,
1.44000001E-06,292.99286619168038,
1.47000003E-06,292.99281963353934,
1.50000005E-06,292.99277290671881,
1.53000008E-06,292.99272600851316,
1.55999999E-06,292.99267893946580,
1.59000001E-06,292.99263169903770,
1.62000003E-06,292.99258428777165,
1.65000006E-06,292.99253670512854,
1.67999997E-06,292.99248895002648,
1.70999999E-06,292.99244102246928,
1.74000002E-06,292.99239292245733,
1.77000004E-06,292.99234464945238,
1.80000006E-06,292.99229620345574,
1.82999997E-06,292.99224758446985,
1.86000000E-06,292.99219878978960,
1.89000002E-06,292.99214982320677,
1.91999993E-06,292.99210068039224,
1.95000007E-06,292.99205136351367,
1.97999998E-06,292.99200256197668,
2.01000012E-06,292.99195369892726,
2.04000003E-06,292.99190466614368,
2.06999994E-06,292.99185546254398,
2.10000007E-06,292.99180608921193,
2.12999998E-06,292.99175654506917,
2.16000012E-06,292.99170682795142,
